Gene ID	source_id	Product Description
TGME49_290005	TGME49_290005-t26_1	proteasome subunit beta type 1, putative
TGME49_290010	TGME49_290010-t26_1	hypothetical protein
TGME49_290020	TGME49_290020-t26_1	cyclin dependent kinase binding protein
TGME49_290030	TGME49_290030-t26_1	hypothetical protein
TGME49_290040	TGME49_290040-t26_1	macrophage migration inhibitory factor
TGME49_290150	TGME49_290150-t26_1	hypothetical protein
TGME49_290160	TGME49_290160-t26_1	sortilin-like receptor SORTL
TGME49_290170	TGME49_290170-t26_1	protein phosphatase PPKL
TGME49_290180	TGME49_290180-t26_1	AP2 domain transcription factor AP2IX-6
TGME49_290190	TGME49_290190-t26_1	protein SPT2, putative
TGME49_290200	TGME49_290200-t26_1	NAD/NADP octopine/nopaline dehydrogenase, alpha-helical domain-containing protein
TGME49_290210	TGME49_290210-t26_1	hypothetical protein
TGME49_290225	TGME49_290225-t26_1	hypothetical protein
TGME49_290240	TGME49_290240-t26_1	hypothetical protein
TGME49_290250	TGME49_290250-t26_1	hypothetical protein
TGME49_290260	TGME49_290260-t26_1	thioredoxin family Trp26 protein
TGME49_290270	TGME49_290270-t26_1	SPRY domain-containing protein
TGME49_290280	TGME49_290280-t26_1	hypothetical protein
TGME49_290290	TGME49_290290-t26_1	ubiquitin-activating enzyme E1 family protein
TGME49_290300	TGME49_290300-t26_1	hypothetical protein
TGME49_290310	TGME49_290310-t26_1	hypothetical protein
TGME49_290320	TGME49_290320-t26_1	tRNA-Leu
TGME49_290330	TGME49_290330-t26_1	chloride transporter, chloride channel (ClC) family protein
TGME49_290340	TGME49_290340-t26_1	HEAT repeat-containing protein
TGME49_290460	TGME49_290460-t26_1	hypothetical protein
TGME49_290570	TGME49_290570-t26_1	hypothetical protein
TGME49_290580	TGME49_290580-t26_1	ATP-binding cassette G family transporter ABCG89
TGME49_290585	TGME49_290585-t26_1	hypothetical protein
TGME49_290590	TGME49_290590-t26_1	hypothetical protein
TGME49_290600	TGME49_290600-t26_1	succinyl-CoA-synthetase alpha SCSA
TGME49_290605	TGME49_290605-t26_1	hypothetical protein
TGME49_290610	TGME49_290610-t26_1	hypothetical protein
TGME49_290620	TGME49_290620-t26_1	centrosomal protein CEP250L1
TGME49_290630	TGME49_290630-t26_1	AP2 domain transcription factor AP2IX-7
TGME49_290640	TGME49_290640-t26_1	DNA mismatch repair protein MSH6-1, putative
TGME49_290645	TGME49_290645-t26_1	hypothetical protein
TGME49_290650	TGME49_290650-t26_1	hypothetical protein
TGME49_290660	TGME49_290660-t26_1	RNA recognition motif-containing protein
TGME49_290670	TGME49_290670-t26_1	leucyl aminopeptidase LAP
TGME49_290678	TGME49_290678-t26_1	hypothetical protein
TGME49_290682	TGME49_290682-t26_1	hypothetical protein
TGME49_290700	TGME49_290700-t26_1	dense granule protein GRA25
TGME49_290710	TGME49_290710-t26_1	hypothetical protein
TGME49_290720	TGME49_290720-t26_1	V-type proton ATPase subunit a2, putative
TGME49_290730	TGME49_290730-t26_1	CS domain-containing protein
TGME49_290740	TGME49_290740-t26_1	hypothetical protein
TGME49_290840	TGME49_290840-t26_1	serine protease
TGME49_290850	TGME49_290850-t26_1	WD-40 repeat protein
TGME49_290860	TGME49_290860-t26_1	apicomplexan amino acid transporter ApiAT6-2
TGME49_290870	TGME49_290870-t26_1	patched family protein
TGME49_290880	TGME49_290880-t26_1	DnaJ domain-containing protein
TGME49_290890	TGME49_290890-t26_1	carbonyl reductase 1, putative
TGME49_290900	TGME49_290900-t26_1	hydrolase, NUDIX family protein
TGME49_290910	TGME49_290910-t26_1	hypothetical protein
TGME49_290920	TGME49_290920-t26_1	oxidoreductase, 2OG-Fe(II) oxygenase family protein
TGME49_290923	TGME49_290923-t26_1	hypothetical protein
TGME49_290925	TGME49_290925-t26_1	hypothetical protein
TGME49_290930	TGME49_290930-t26_1	Mnd1 family protein
TGME49_290940	TGME49_290940-t26_1	EMP/nonaspanin domain family protein
TGME49_290950	TGME49_290950-t26_1	clathrin heavy chain, putative
TGME49_290960	TGME49_290960-t26_1	pyruvate phosphate dikinase, pep/pyruvate binding domain-containing protein
TGME49_290970	TGME49_290970-t26_1	serine palmitoyltransferase SPT2
TGME49_290980	TGME49_290980-t26_1	serine palmitoyltransferase SPT1
TGME49_290990	TGME49_290990-t26_1	HEAT repeat-containing protein
TGME49_291000	TGME49_291000-t26_1	PHD-finger domain-containing protein
TGME49_291005	TGME49_291005-t26_1	hypothetical protein
TGME49_291010	TGME49_291010-t26_1	hypothetical protein
TGME49_291020	TGME49_291020-t26_1	myosin L
TGME49_291030	TGME49_291030-t26_1	zinc finger, C3HC4 type (RING finger) domain-containing protein
TGME49_291040	TGME49_291040-t26_1	lactate dehydrogenase LDH2
TGME49_291050	TGME49_291050-t26_1	serine/threonine-protein kinase KIN
TGME49_291070	TGME49_291070-t26_1	hypothetical protein
TGME49_291075	TGME49_291075-t26_1	hypothetical protein
TGME49_291080	TGME49_291080-t26_1	TATA-box binding protein TBP1
TGME49_291090	TGME49_291090-t26_1	SWI2/SNF2-containing protein
TGME49_291120	TGME49_291120-t26_1	trafficking protein mon1 subfamily protein
TGME49_291130	TGME49_291130-t26_1	hypothetical protein
TGME49_291140	TGME49_291140-t26_1	CCR4-Not complex component, Not1 protein
TGME49_291150	TGME49_291150-t26_1	hypothetical protein
TGME49_291160	TGME49_291160-t26_1	dynein light polypeptide 4, axonemal, putative
TGME49_291170	TGME49_291170-t26_1	hypothetical protein
TGME49_291180	TGME49_291180-t26_1	vacuolar protein sorting-associated protein 13, putative
TGME49_291300	TGME49_291300-t26_1	RER1 protein, putative
TGME49_291310	TGME49_291310-t26_1	V-ATPase subunit c' proteolipid, putative
TGME49_291320	TGME49_291320-t26_1	hypothetical protein
TGME49_291330	TGME49_291330-t26_1	RNA recognition motif-containing protein
TGME49_291340	TGME49_291340-t26_1	hypothetical protein
TGME49_291350	TGME49_291350-t26_1	hypothetical protein
TGME49_291360	TGME49_291360-t26_1	tRNA-Leu
TGME49_291370	TGME49_291370-t26_1	tRNA-Leu
TGME49_291580	TGME49_291580-t26_1	hypothetical protein
TGME49_291590	TGME49_291590-t26_1	hypothetical protein
TGME49_291600	TGME49_291600-t26_1	gamma interferon inducible lysosomal thiol reductase (GILT) protein
TGME49_291620	TGME49_291620-t26_1	hypothetical protein
TGME49_291630	TGME49_291630-t26_1	hypothetical protein
TGME49_291640	TGME49_291640-t26_1	aspartate carbamoyltransferase
TGME49_291650	TGME49_291650-t26_1	hypothetical protein
TGME49_291660	TGME49_291660-t26_1	hypothetical protein
TGME49_291670	TGME49_291670-t26_1	DEAD/DEAH box helicase domain-containing protein
TGME49_291680	TGME49_291680-t26_1	protein transport protein SEC23, putative
TGME49_291690	TGME49_291690-t26_1	hypothetical protein
TGME49_291800	TGME49_291800-t26_1	ADP-ribosylation factor family protein
TGME49_291810	TGME49_291810-t26_1	thioredoxin domain-containing protein
TGME49_291820	TGME49_291820-t26_1	RNA helicase (UPF2 interacting domain) protein
TGME49_291830	TGME49_291830-t26_1	DNA double-strand break repair rad50 ATPase, putative
TGME49_291840	TGME49_291840-t26_1	hypothetical protein
TGME49_291850	TGME49_291850-t26_1	ribosomal protein RPS30
TGME49_291860	TGME49_291860-t26_1	HORMA domain-containing protein
TGME49_291880	TGME49_291880-t26_1	hypothetical protein
TGME49_291890	TGME49_291890-t26_1	microneme protein MIC1
TGME49_291900	TGME49_291900-t26_1	Ydr279p family (RNase H2 complex component) protein
TGME49_291910	TGME49_291910-t26_1	hypothetical protein
TGME49_291920	TGME49_291920-t26_1	hypothetical protein
TGME49_291930	TGME49_291930-t26_1	RNA recognition motif-containing protein
TGME49_291940	TGME49_291940-t26_1	hypothetical protein
TGME49_291950	TGME49_291950-t26_1	RNA recognition motif-containing protein
TGME49_291960	TGME49_291960-t26_1	rhoptry kinase family protein ROP40 (incomplete catalytic triad)
TGME49_291970	TGME49_291970-t26_1	hypothetical protein
TGME49_291980	TGME49_291980-t26_1	HECT-domain (ubiquitin-transferase) domain-containing protein
TGME49_292000	TGME49_292000-t26_1	hypothetical protein
TGME49_292010	TGME49_292010-t26_1	transcription initiation factor IIB
TGME49_292020	TGME49_292020-t26_1	cysteine repeat modular protein CRMPB
TGME49_292035	TGME49_292035-t26_1	hypothetical protein
TGME49_292055	TGME49_292055-t26_1	calcium dependent protein kinase CDPK8
TGME49_292070	TGME49_292070-t26_1	hypothetical protein
TGME49_292080	TGME49_292080-t26_1	leucyl-tRNA synthetase
TGME49_292100	TGME49_292100-t26_1	2-oxoisovalerate dehydrogenase subunit alpha, putative
TGME49_292110	TGME49_292110-t26_1	formate/nitrite transporter FNT2
TGME49_292120	TGME49_292120-t26_1	membrane occupation and recognition nexus protein MORN2
TGME49_292130	TGME49_292130-t26_1	ribosomal protein RPL13A
TGME49_292140	TGME49_292140-t26_1	NIMA-related protein kinase NIMA1
TGME49_292150	TGME49_292150-t26_1	hypothetical protein
TGME49_292160	TGME49_292160-t26_1	hypothetical protein
TGME49_292170	TGME49_292170-t26_1	histone lysine methyltransferase, SET, putative
TGME49_292180	TGME49_292180-t26_1	tRNA-Thr
TGME49_292190	TGME49_292190-t26_1	hypothetical protein
TGME49_292200	TGME49_292200-t26_1	RNA recognition motif-containing protein
TGME49_292220	TGME49_292220-t26_1	PCI domain-containing protein
TGME49_292235	TGME49_292235-t26_1	hypothetical protein
TGME49_292245	TGME49_292245-t26_1	hypothetical protein
TGME49_292250	TGME49_292250-t26_1	SAG-related sequence SRS36A
TGME49_292260	TGME49_292260-t26_1	SAG-related sequence SRS36B
TGME49_292270	TGME49_292270-t26_1	SAG-related sequence SRS36C
TGME49_292275	TGME49_292275-t26_1	SAG-related sequence SRS36E
TGME49_292280	TGME49_292280-t26_1	SAG-related sequence SRS36D
TGME49_292290	TGME49_292290-t26_1	hypothetical protein
TGME49_292300	TGME49_292300-t26_1	queuine tRNA-ribosyltransferase, putative
TGME49_292310	TGME49_292310-t26_1	RNA polymerase Rpb7, N-terminal domain-containing protein
TGME49_292320	TGME49_292320-t26_1	hypothetical protein
TGME49_292325	TGME49_292325-t26_1	hypothetical protein
TGME49_292330	TGME49_292330-t26_1	hypothetical protein
TGME49_292335	TGME49_292335-t26_1	hypothetical protein
TGME49_292340	TGME49_292340-t26_1	zinc finger, C3HC4 type (RING finger) domain-containing protein
TGME49_292350	TGME49_292350-t26_1	hypothetical protein
TGME49_292360	TGME49_292360-t26_1	hypothetical protein
TGME49_292375	TGME49_292375-t26_1	KRUF family protein
TGME49_292390	TGME49_292390-t26_1	KRUF family protein
TGME49_292600	TGME49_292600-t26_1	hypothetical protein
TGME49_292610	TGME49_292610-t26_1	Toxoplasma gondii family C protein
TGME49_292920	TGME49_292920-t26_1	heat shock protein 75, putative
TGME49_292935	TGME49_292935-t26_1	hypothetical protein
TGME49_292950	TGME49_292950-t26_1	apical cap protein AC10
TGME49_292960	TGME49_292960-t26_1	hypothetical protein
TGME49_292975	TGME49_292975-t26_1	hypothetical protein
TGME49_293000	TGME49_293000-t26_1	3'5'-cyclic nucleotide phosphodiesterase PDE2
TGME49_293010	TGME49_293010-t26_1	hypothetical protein
TGME49_293020	TGME49_293020-t26_1	hypothetical protein
TGME49_293030	TGME49_293030-t26_1	hypothetical protein
TGME49_293040	TGME49_293040-t26_1	hypothetical protein
TGME49_293050	TGME49_293050-t26_1	sybindin family protein
TGME49_293060	TGME49_293060-t26_1	SPRY domain-containing protein
TGME49_293170	TGME49_293170-t26_1	hypothetical protein
TGME49_293180	TGME49_293180-t26_1	NADP-specific glutamate dehydrogenase
TGME49_293190	TGME49_293190-t26_1	endonuclease/exonuclease/phosphatase family protein
TGME49_293200	TGME49_293200-t26_1	hypothetical protein
TGME49_293210	TGME49_293210-t26_1	hypothetical protein
TGME49_293220	TGME49_293220-t26_1	palmitoyltransferase DHHC15
TGME49_293230	TGME49_293230-t26_1	hypothetical protein
TGME49_293240	TGME49_293240-t26_1	triacylglycerol lipase
TGME49_293250	TGME49_293250-t26_1	hypothetical protein
TGME49_293252	TGME49_293252-t26_1	hypothetical protein
TGME49_293258	TGME49_293258-t26_1	hypothetical protein
TGME49_293260	TGME49_293260-t26_1	ATPase/histidine kinase/DNA gyrase B/HSP90 domain-containing protein
TGME49_293270	TGME49_293270-t26_1	hypothetical protein
TGME49_293280	TGME49_293280-t26_1	cyclin protein
TGME49_293290	TGME49_293290-t26_1	hypothetical protein
TGME49_293300	TGME49_293300-t26_1	Yip1 domain-containing protein
TGME49_293310	TGME49_293310-t26_1	ribosomal protein L20, putative
TGME49_293320	TGME49_293320-t26_1	hypothetical protein
TGME49_293330	TGME49_293330-t26_1	hypothetical protein
TGME49_293340	TGME49_293340-t26_1	ran binding family protein 1, putative
TGME49_293350	TGME49_293350-t26_1	mitochondrial carrier superfamily protein
TGME49_293360	TGME49_293360-t26_1	inner membrane complex protein IMC38
TGME49_293368	TGME49_293368-t26_1	TIP49 C-terminus family protein
TGME49_293370	TGME49_293370-t26_1	histone arginine methyltransferase PRMT2
TGME49_293372	TGME49_293372-t26_1	TIP49 family protein
TGME49_293380	TGME49_293380-t26_1	histone lysine acetyltransferase HAT1
TGME49_293390	TGME49_293390-t26_1	cytochrome C-type heme lyase, putative
TGME49_293400	TGME49_293400-t26_1	hypothetical protein
TGME49_293410	TGME49_293410-t26_1	hypothetical protein
TGME49_293420	TGME49_293420-t26_1	apicomplexan amino acid transporter ApiAT5-5
TGME49_293425	TGME49_293425-t26_1	apicomplexan amino acid transporter ApiAT5-6
TGME49_293430	TGME49_293430-t26_1	hypothetical protein
TGME49_293440	TGME49_293440-t26_1	hypothetical protein
TGME49_293450	TGME49_293450-t26_1	protein phosphatase PPM6
TGME49_293460	TGME49_293460-t26_1	ATP-dependent DNA ligase domain-containing protein
TGME49_293470	TGME49_293470-t26_1	immune mapped protein IMP1
TGME49_293480	TGME49_293480-t26_1	MoeA N-terminal region (domain I and II) domain-containing protein
TGME49_293490	TGME49_293490-t26_1	hypothetical protein
TGME49_293500	TGME49_293500-t26_1	hypothetical protein
TGME49_293510	TGME49_293510-t26_1	poly(ADP-ribose) polymerase and DNA-Ligase Zn-finger region domain-containing protein
TGME49_293520	TGME49_293520-t26_1	hypothetical protein
TGME49_293540	TGME49_293540-t26_1	hypothetical protein
TGME49_293550	TGME49_293550-t26_1	hypothetical protein
TGME49_293560	TGME49_293560-t26_1	hypothetical protein
TGME49_293570	TGME49_293570-t26_1	translocation protein sec62, putative
TGME49_293580	TGME49_293580-t26_1	prefoldin subunit protein
TGME49_293590	TGME49_293590-t26_1	3-oxoacyl-acyl-carrier protein synthase I/II, putative
TGME49_293600	TGME49_293600-t26_1	ribosomal protein RPL27
TGME49_293610	TGME49_293610-t26_1	dihydroorotase
TGME49_293620	TGME49_293620-t26_1	hypothetical protein
TGME49_293630	TGME49_293630-t26_1	hypothetical protein
TGME49_293650	TGME49_293650-t26_1	hypothetical protein
TGME49_293660	TGME49_293660-t26_1	hypothetical protein
TGME49_293670	TGME49_293670-t26_1	transcription elongation factor A TFIIS
TGME49_293680	TGME49_293680-t26_1	hypothetical protein
TGME49_293690	TGME49_293690-t26_1	profilin PRF
TGME49_293700	TGME49_293700-t26_1	WD domain, G-beta repeat-containing protein
TGME49_293710	TGME49_293710-t26_1	Zn-finger in Ran binding protein and others domain-containing protein
TGME49_293720	TGME49_293720-t26_1	hypothetical protein
TGME49_293730	TGME49_293730-t26_1	palmitoyltransferase DHHC14
TGME49_293740	TGME49_293740-t26_1	hypothetical protein
TGME49_293750	TGME49_293750-t26_1	tRNA-Asn
TGME49_293760	TGME49_293760-t26_1	EF hand domain-containing protein
TGME49_293770	TGME49_293770-t26_1	chitinase-like protein CLP1
TGME49_293780	TGME49_293780-t26_1	hypothetical protein
TGME49_293790	TGME49_293790-t26_1	hypothetical protein
TGME49_293800	TGME49_293800-t26_1	transmembrane protein 65, putative
TGME49_293810	TGME49_293810-t26_1	carboxyvinyl-carboxyphosphonate phosphorylmutase
TGME49_293820	TGME49_293820-t26_1	calpain family cysteine protease domain-containing protein
TGME49_293830	TGME49_293830-t26_1	methyltransferase domain-containing protein
TGME49_293840	TGME49_293840-t26_1	hypothetical protein
TGME49_293850	TGME49_293850-t26_1	clusterin-associated protein 1, putative
TGME49_293860	TGME49_293860-t26_1	hypothetical protein
TGME49_293870	TGME49_293870-t26_1	thioredoxin, putative
TGME49_293880	TGME49_293880-t26_1	tRNA-His
TGME49_293890	TGME49_293890-t26_1	intraflagellar transport 80 family protein
TGME49_293900	TGME49_293900-t26_1	sporozoite protein with an altered thrombospondin repeat SPATR
TGME49_294010	TGME49_294010-t26_1	yrdC domain-containing protein
TGME49_294020	TGME49_294020-t26_1	zinc finger, C3HC4 type (RING finger) domain-containing protein
TGME49_294025	TGME49_294025-t26_1	hypothetical protein
TGME49_294030	TGME49_294030-t26_1	hypothetical protein
TGME49_294040	TGME49_294040-t26_1	KDEL endoplasmic reticulum proteinretention receptor 2 (KDELR2), putative
TGME49_294050	TGME49_294050-t26_1	hypothetical protein
TGME49_294060	TGME49_294060-t26_1	hypothetical protein
TGME49_294100	TGME49_294100-t26_1	tRNA-Gly
TGME49_294180	TGME49_294180-t26_1	tRNA -methyltransferase family protein
TGME49_294190	TGME49_294190-t26_1	enoyl-CoA hydratase/isomerase family protein
TGME49_294200	TGME49_294200-t26_1	glucose-6-phosphate 1-dehydrogenase
TGME49_294210	TGME49_294210-t26_1	hypothetical protein
TGME49_294220	TGME49_294220-t26_1	hypothetical protein
TGME49_294225	TGME49_294225-t26_1	hypothetical protein
TGME49_294230	TGME49_294230-t26_1	hypothetical protein
TGME49_294240	TGME49_294240-t26_1	hypothetical protein
TGME49_294250	TGME49_294250-t26_1	WD domain, G-beta repeat-containing protein
TGME49_294260	TGME49_294260-t26_1	NEK kinase
TGME49_294270	TGME49_294270-t26_1	histone arginine methyltransferase PRMT4/CARM1
TGME49_294280	TGME49_294280-t26_1	E3 ubiquitin-protein ligase, putative
TGME49_294285	TGME49_294285-t26_1	hypothetical protein
TGME49_294290	TGME49_294290-t26_1	Der1ER1
TGME49_294300	TGME49_294300-t26_1	hypothetical protein
TGME49_294310	TGME49_294310-t26_1	hypothetical protein
TGME49_294320	TGME49_294320-t26_1	Oxysterol-binding protein
TGME49_294330	TGME49_294330-t26_1	apical membrane antigen AMA4
TGME49_294340	TGME49_294340-t26_1	transverse sutures component TSC6
TGME49_294350	TGME49_294350-t26_1	DEAD/DEAH box helicase domain-containing protein
TGME49_294360	TGME49_294360-t26_1	ubiquitin specific protease 39 isoform 2, putative
TGME49_294370	TGME49_294370-t26_1	hypothetical protein
TGME49_294380	TGME49_294380-t26_1	thiocytidine biosynthesis protein TTCA, putative
TGME49_294390	TGME49_294390-t26_1	myosin light chain MLC4, putative
TGME49_294400	TGME49_294400-t26_1	rhoptry neck protein RON2L1
TGME49_294410	TGME49_294410-t26_1	hypothetical protein
TGME49_294420	TGME49_294420-t26_1	programmed cell death protein 2, c-terminal domain-containing protein
TGME49_294430	TGME49_294430-t26_1	hypothetical protein
TGME49_294440	TGME49_294440-t26_1	NOL1/NOP2/sun family protein
TGME49_294550	TGME49_294550-t26_1	dynein heavy chain
TGME49_294560	TGME49_294560-t26_1	rhoptry kinase family protein ROP37 (incomplete catalytic triad)
TGME49_294570	TGME49_294570-t26_1	rhodanese family domain-containing protein
TGME49_294585	TGME49_294585-t26_1	hypothetical protein
TGME49_294595	TGME49_294595-t26_1	hypothetical protein
TGME49_294600	TGME49_294600-t26_1	Toxoplasma gondii family D protein
TGME49_294610	TGME49_294610-t26_1	inner membrane complex protein IMC30
TGME49_294620	TGME49_294620-t26_1	eukaryotic initiation factor-3, subunit 8, putative
TGME49_294630	TGME49_294630-t26_1	PH domain-containing protein, putative
TGME49_294640	TGME49_294640-t26_1	ribonucleoside-diphosphate reductase large chain
TGME49_294650	TGME49_294650-t26_1	hypothetical protein
TGME49_294651	TGME49_294651-t26_1	hypothetical protein
TGME49_294660	TGME49_294660-t26_1	hypothetical protein
TGME49_294670	TGME49_294670-t26_1	translation initiation factor 3 subunit
TGME49_294680	TGME49_294680-t26_1	hypothetical protein
TGME49_294690	TGME49_294690-t26_1	rhomboid protease ROM5
TGME49_294700	TGME49_294700-t26_1	polynucleotide 5'-hydroxyl-kinase
TGME49_294705	TGME49_294705-t26_1	hypothetical protein
TGME49_294710	TGME49_294710-t26_1	RNA recognition motif-containing protein
TGME49_294720	TGME49_294720-t26_1	hypothetical protein
TGME49_294730	TGME49_294730-t26_1	hypothetical protein
TGME49_294740	TGME49_294740-t26_1	hypothetical protein
TGME49_294750	TGME49_294750-t26_1	hypothetical protein
TGME49_294760	TGME49_294760-t26_1	hypothetical protein
TGME49_294770	TGME49_294770-t26_1	Armadillo/beta-catenin family repeat-containing protein
TGME49_294780	TGME49_294780-t26_1	hypothetical protein
TGME49_294785	TGME49_294785-t26_1	zinc finger (CCCH type) motif-containing protein
TGME49_294790	TGME49_294790-t26_1	microneme protein MIC19
TGME49_294800	TGME49_294800-t26_1	elongation factor 1-alpha (EF-1-ALPHA), putative
TGME49_294805	TGME49_294805-t26_1	hypothetical protein
TGME49_294808	TGME49_294808-t26_1	hypothetical protein
TGME49_294812	TGME49_294812-t26_1	RNA recognition motif-containing protein
TGME49_294820	TGME49_294820-t26_1	type I fatty acid synthase, putative
TGME49_294830	TGME49_294830-t26_1	methyltransferase domain-containing protein
TGME49_294840	TGME49_294840-t26_1	zinc finger (CCCH type) motif-containing protein
TGME49_294850	TGME49_294850-t26_1	actin-like protein ALP7
TGME49_294860	TGME49_294860-t26_1	basal complex component BCC0
TGME49_294870	TGME49_294870-t26_1	universal stress family protein
TGME49_294880	TGME49_294880-t26_1	8-oxoguanine DNA glycosylase, N-terminal domain-containing protein
TGME49_294890	TGME49_294890-t26_1	hypothetical protein
TGME49_294898	TGME49_294898-t26_1	tetratricopeptide repeat-containing protein
TGME49_294902	TGME49_294902-t26_1	hypothetical protein
TGME49_294920	TGME49_294920-t26_1	general transcription factor IIH polypeptide 2 GTF2H2
TGME49_294930	TGME49_294930-t26_1	leucine rich repeat-containing protein
TGME49_294940	TGME49_294940-t26_1	hypothetical protein
TGME49_294960	TGME49_294960-t26_1	hypothetical protein
TGME49_294970	TGME49_294970-t26_1	hypothetical protein
TGME49_294980	TGME49_294980-t26_1	hypothetical protein
TGME49_294990	TGME49_294990-t26_1	hypothetical protein
TGME49_295000	TGME49_295000-t26_1	vacuolar protein sorting-associated protein VPS33
TGME49_295010	TGME49_295010-t26_1	DEAD/DEAH box helicase domain-containing protein
TGME49_295015	TGME49_295015-t26_1	patched family protein
TGME49_295020	TGME49_295020-t26_1	Sterol-sensing domain of SREBP cleavage-activation domain-containing protein
TGME49_295030	TGME49_295030-t26_1	hypothetical protein
TGME49_295035	TGME49_295035-t26_1	hypothetical protein
TGME49_295040	TGME49_295040-t26_1	HEAT repeat-containing protein
TGME49_295050	TGME49_295050-t26_1	tRNA ligase class II core domain (G, H, P, S and T) domain-containing protein
TGME49_295060	TGME49_295060-t26_1	exonuclease
TGME49_295070	TGME49_295070-t26_1	helicase associated domain (ha2) protein
TGME49_295080	TGME49_295080-t26_1	hypothetical protein
TGME49_295090	TGME49_295090-t26_1	hypothetical protein
TGME49_295100	TGME49_295100-t26_1	hypothetical protein
TGME49_295105	TGME49_295105-t26_1	rhoptry protein, putative
TGME49_295110	TGME49_295110-t26_1	rhoptry protein ROP7
TGME49_295125	TGME49_295125-t26_1	rhoptry protein ROP4
TGME49_295130	TGME49_295130-t26_1	hypothetical protein
TGME49_295140	TGME49_295140-t26_1	1-phosphatidylinositol 4-kinase
TGME49_295300	TGME49_295300-t26_1	Toxoplasma gondii family B protein
TGME49_295310	TGME49_295310-t26_1	tubulin binding cofactor A protein
TGME49_295320	TGME49_295320-t26_1	embryo sac development arrest EDA7, putative
TGME49_295330	TGME49_295330-t26_1	Vps54 family protein
TGME49_295340	TGME49_295340-t26_1	UV excision repair protein Rad23 protein
TGME49_295350	TGME49_295350-t26_1	nucleoside diphosphate kinase, putative
TGME49_295360	TGME49_295360-t26_1	inner membrane complex protein IMC18
TGME49_295370	TGME49_295370-t26_1	hypothetical protein
TGME49_295380	TGME49_295380-t26_1	hypothetical protein
TGME49_295390	TGME49_295390-t26_1	hypothetical protein
TGME49_295400	TGME49_295400-t26_1	hypothetical protein
TGME49_295410	TGME49_295410-t26_1	transcription initiation factor TFIID complex subunit TAF6
TGME49_295420	TGME49_295420-t26_1	hypothetical protein
TGME49_295430	TGME49_295430-t26_1	hypothetical protein
TGME49_295440	TGME49_295440-t26_1	hypothetical protein
TGME49_295450	TGME49_295450-t26_1	DIP13 homolog
TGME49_295460	TGME49_295460-t26_1	Got1 family protein
TGME49_295468	TGME49_295468-t26_1	C2 domain-containing protein
TGME49_295472	TGME49_295472-t26_1	C2 domain-containing protein
TGME49_295590	TGME49_295590-t26_1	hypothetical protein
TGME49_295600	TGME49_295600-t26_1	SAG-related sequence SRS10
TGME49_295610	TGME49_295610-t26_1	histone lysine methyltransferase, SET, putative
TGME49_295620	TGME49_295620-t26_1	hypothetical protein
TGME49_295630	TGME49_295630-t26_1	hypothetical protein
TGME49_295640	TGME49_295640-t26_1	peptidase family M13 protein
TGME49_295650	TGME49_295650-t26_1	hypothetical protein
TGME49_295658	TGME49_295658-t26_1	zinc finger in N-recognin protein
TGME49_295662	TGME49_295662-t26_1	hypothetical protein
TGME49_295680	TGME49_295680-t26_1	periodic tryptophan protein PWP2, putative
TGME49_295685	TGME49_295685-t26_1	hypothetical protein
TGME49_295690	TGME49_295690-t26_1	ubiquinone/menaquinone biosynthesis methyltransferase subfamily protein
TGME49_295710	TGME49_295710-t26_1	HECT-domain (ubiquitin-transferase) domain-containing protein
TGME49_295720	TGME49_295720-t26_1	sulfite oxidase, putative
TGME49_295730	TGME49_295730-t26_1	tetratricopeptide repeat-containing protein
TGME49_295740	TGME49_295740-t26_1	hypothetical protein
TGME49_295750	TGME49_295750-t26_1	IgA-specific serine endopeptidase
TGME49_295760	TGME49_295760-t26_1	calcium-dependent protein kinase CDPK4A
TGME49_295770	TGME49_295770-t26_1	hypothetical protein
TGME49_295850	TGME49_295850-t26_1	apical annuli protein AAP2
TGME49_295910	TGME49_295910-t26_1	ATP-dependent Clp protease adaptor protein ClpS protein
TGME49_295920	TGME49_295920-t26_1	hypothetical protein
TGME49_295935	TGME49_295935-t26_1	KRUF family protein
TGME49_295945	TGME49_295945-t26_1	hypothetical protein
TGME49_295950	TGME49_295950-t26_1	KRUF family protein
TGME49_295960	TGME49_295960-t26_1	hypothetical protein
TGME49_295970	TGME49_295970-t26_1	hypothetical protein
TGME49_295980	TGME49_295980-t26_1	hypothetical protein
TGME49_295990	TGME49_295990-t26_1	ubiquitin conjugating enzyme E2, putative
TGME49_295995	TGME49_295995-t26_1	hypothetical protein
TGME49_296000	TGME49_296000-t26_1	hypothetical protein
TGME49_296010	TGME49_296010-t26_1	phosphatidylinositol 3- and 4-kinase
TGME49_296015	TGME49_296015-t26_1	hypothetical protein
TGME49_296020	TGME49_296020-t26_1	hypothetical protein
TGME49_296121	TGME49_296121-t26_1	hypothetical protein
TGME49_296231	TGME49_296231-t26_1	hypothetical protein
TGME49_296340	TGME49_296340-t26_1	hypothetical protein
TGME49_296640	TGME49_296640-t26_1	SAG-related sequence SRS48E
TGME49_296950	TGME49_296950-t26_1	hypothetical protein
TGME49_297060	TGME49_297060-t26_1	phosphoglycerate mutase PGMII
TGME49_297065	TGME49_297065-t26_1	hypothetical protein
TGME49_297070	TGME49_297070-t26_1	carbonic anhydrase-related protein CARP
TGME49_297080	TGME49_297080-t26_1	pyridoxal kinase
